iter	RMSE
812	3.249936459
813	3.247797264
814	3.246825306
815	3.245346425
816	3.243723824
817	3.24051906
818	3.237613319
819	3.234585785
820	3.234505953
821	3.233071376
822	3.232569366
823	3.230269058
824	3.229858779
825	3.228971806
826	3.22767368
827	3.226888707
828	3.226812302
829	3.225428124
830	3.223608181
831	3.221065176
832	3.217981048
833	3.217907693
834	3.216468813
835	3.216363297
836	3.213188765
837	3.211627862
838	3.21113104
839	3.208627035
840	3.207338167
841	3.20633989
842	3.205096387
843	3.203904345
844	3.203725641
845	3.202117656
846	3.20163513
847	3.199599378
848	3.198882632
849	3.197069138
850	3.19630636
851	3.192614832
852	3.192532894
853	3.188634728
854	3.186867111
855	3.186202947
856	3.186118071
857	3.182526286
858	3.181807819
859	3.179847549
860	3.178043254
861	3.176966369
862	3.174803541
863	3.173664845
864	3.17330787
865	3.170528517
866	3.167842627
867	3.166189595
868	3.162081991
869	3.161728251
870	3.159175219
871	3.158506779
872	3.157417399
873	3.155619726
874	3.152816116
875	3.15205358
876	3.150235094
877	3.147424902
878	3.146776262
879	3.144926864
880	3.144627202
881	3.143579539
882	3.143048375
883	3.14203563
884	3.140111353
885	3.138369199
886	3.138169323
887	3.135573321
888	3.133480171
889	3.129969964
890	3.129887635
891	3.127948227
892	3.125243712
893	3.125063692
894	3.12159075
895	3.120176675
896	3.118499988
897	3.116222026
898	3.115143039
899	3.112377581
900	3.111736481
901	3.111209493
902	3.111072072
903	3.110963781
904	3.109566335
905	3.108096749
906	3.106962076
907	3.105675933
908	3.104868633
909	3.104804714
910	3.104714132
911	3.103900315
912	3.103486345
913	3.101638122
914	3.10040579
915	3.098367005
916	3.095601741
917	3.093810474
918	3.092428965
919	3.091867037
920	3.090042249
921	3.089071373
922	3.088228517
923	3.087121258
924	3.086471736
925	3.085800034
926	3.084674045
927	3.083631475
928	3.083545992
929	3.082806998
930	3.08253858
931	3.082122211
932	3.080617212
933	3.07875178
934	3.07833227
935	3.076459076
936	3.0760353
937	3.073256126
938	3.071416132
939	3.06990252
940	3.066719952
941	3.065674234
942	3.065602671
943	3.064631342
944	3.063386492
945	3.062822077
946	3.062368267
947	3.062049307
948	3.060275636
949	3.059997583
950	3.056874679
951	3.054010653
952	3.052697377
953	3.050608268
954	3.049998935
955	3.048676694
956	3.047361665
957	3.04657311
958	3.046306103
959	3.046070302
960	3.045209211
961	3.044572963
962	3.044459035
963	3.043232504
964	3.042973963
965	3.041761262
966	3.040986824
967	3.039729524
968	3.039218515
969	3.037747055
970	3.036191929
971	3.035012046
972	3.033895999
973	3.033590247
974	3.031289247
975	3.031116469
976	3.028577092
977	3.027676845
978	3.027324287
979	3.026135097
980	3.0251126
981	3.024935245
982	3.023318896
983	3.022108677
984	3.020058627
985	3.017467654
986	3.01683391
987	3.016422996
988	3.015614408
989	3.014933395
990	3.014748614
991	3.010817392
992	3.009665534
993	3.008425758
994	3.00712449
995	3.006771071
996	3.006426887
997	3.003244741
998	3.002749055
999	3.001775908
